,Date_,Close_GOOGL,High_GOOGL,Low_GOOGL,Open_GOOGL,Volume_GOOGL,Return_GOOGL
1,2022-01-04,143.71241760253906,145.78798930459803,143.03266881925126,144.70416653668696,28400000,-0.004083028883519524
2,2022-01-05,137.1194305419922,143.81193646128006,137.03285410456272,143.7328164404052,54618000,-0.045876251826622916
3,2022-01-06,137.09205627441406,139.27412860315894,135.90871848698256,136.34662727318383,37348000,-0.0001996381364035571
4,2022-01-07,136.3650360107422,137.78972784408742,135.1204826896513,137.48816060615565,29760000,-0.005303153832754703
5,2022-01-10,138.00967407226562,138.1589694503338,132.53087842354833,134.43527149606194,44408000,0.01206055532734851
6,2022-01-11,139.07110595703125,139.54883297337483,136.0420998146872,137.35034411747029,28730000,0.007690996242841752
7,2022-01-12,140.75753784179688,141.9294404967946,140.02504742905134,140.4783702161075,26108000,0.012126400183275265
8,2022-01-13,137.92758178710938,142.1702980929826,137.75041975538085,140.86651857043935,31436000,-0.02010518298400621
9,2022-01-14,138.81683349609375,140.07233622287117,136.34664851003265,136.42675564025197,29662000,0.0064472362776353265
10,2022-01-18,135.35089111328125,136.47899680734477,134.79405929684148,135.52705085012096,34872000,-0.024967738389667482
11,2022-01-19,134.4735870361328,137.30306172956688,134.37306968151069,135.87388991456638,28648000,-0.006481701523591621
12,2022-01-20,132.67318725585938,136.97115074107518,132.3318170208066,135.60169102059876,29908000,-0.013388501191610724
13,2022-01-21,129.73126220703125,134.22377601264574,129.46752373899022,131.96259868346377,55652000,-0.0221742245715002
14,2022-01-24,130.18161010742188,130.5787136535352,123.90760490884028,125.37856914011596,76622000,0.003471390725174217
15,2022-01-25,126.33102416992188,128.7833046294374,125.89859753096928,128.12744363968903,46960000,-0.02957857053943802
16,2022-01-26,128.6180877685547,132.3671620019992,126.53703372214112,130.49511541961544,49130000,0.018103736700151973
17,2022-01-27,128.39117431640625,132.02131030726912,128.31900956615908,130.6792312241268,31950000,-0.0017642421535356556
18,2022-01-28,132.71649169921875,132.72197391207828,127.87364760924652,129.04205751284695,34362000,0.03368858806566588
19,2022-01-31,134.65969848632812,134.82840181492318,131.58042613665086,133.5236351765011,39986000,0.014641788388389143
20,2022-02-01,136.9890594482422,137.13735254168026,133.72914748544642,136.93979546512767,68644000,0.01729812993863611
21,2022-02-02,147.29579162597656,150.82541035596324,144.83008666091592,150.5303275907362,123200000,0.0752376300651112
22,2022-02-03,142.40916442871094,148.96283923393528,141.98668471446516,145.0122286925093,71518000,-0.03317560633146999
23,2022-02-04,142.61117553710938,144.18564871656986,139.84639407354533,142.76195915753863,57998000,0.001418526042258783
24,2022-02-07,138.53866577148438,143.56363789927013,138.23908788884378,143.56363789927013,54974000,-0.02855673652704216
25,2022-02-08,138.7357177734375,139.33385604729077,136.36207147851567,138.36499262195844,54284000,0.001422361048850851
26,2022-02-09,140.91827392578125,141.8463472422032,139.51996039462583,140.2927701568597,40144000,0.015731753778849944
27,2022-02-10,137.96041870117188,140.81129088948327,137.30057895120314,139.03877453098843,39330000,-0.0209898627211913
28,2022-02-11,133.64356994628906,138.4943718586001,132.7652616913773,137.94053165428735,39958000,-0.031290487485641005
29,2022-02-14,134.88113403320312,135.65145321102975,132.62243215848918,132.62243215848918,34302000,0.009260184290283746
30,2022-02-15,135.95851135253906,137.45137423583503,135.17525340849045,136.91592448402298,26680000,0.007987605731953007
31,2022-02-16,137.08262634277344,137.42896248282813,134.28200525127366,135.99631295565902,25022000,0.00826807368697624
32,2022-02-17,131.90834045410156,136.4610670268482,131.84812723815682,135.59471046784896,38950000,-0.03774574522473506
33,2022-02-18,129.7825164794922,133.43207557532537,129.5770018418038,132.83193274174764,45620000,-0.01611591782059507
34,2022-02-22,129.19581604003906,131.55154234178266,127.61337018854968,129.22018986412897,44990000,-0.004520643114096501
35,2022-02-23,126.9809112548828,131.42267296291416,126.92069803114178,131.02209177354695,32786000,-0.01714378106849712
36,2022-02-24,132.05963134765625,132.36716679103367,124.35895204602602,124.35895204602602,54456000,0.03999593358232545
37,2022-02-25,133.81973266601562,134.62786557319473,131.12460980022797,132.91654941840557,36406000,0.013328079901463452
38,2022-02-28,134.4143829345703,135.10556696702054,131.96160142081268,132.4169288111751,38864000,0.004443666540859148
39,2022-03-01,133.42359924316406,135.6071599580106,132.58462329799266,134.23671311624648,26496000,-0.007371113639591198
40,2022-03-02,133.93118286132812,134.61888922639284,132.43832018027874,133.9874173025302,23520000,0.0038043016456106304
41,2022-03-03,133.2623748779297,135.79028217623377,132.3925254709241,135.362821481941,24604000,-0.0049936689060001704
42,2022-03-04,131.27886962890625,133.21462241050293,129.7173348474673,132.2950229056108,30430000,-0.01488421057211653
43,2022-03-07,125.77716827392578,131.10817972412593,125.6940618778204,130.86236095139722,45112000,-0.04190850645296118
44,2022-03-08,126.4997100830078,130.62548511117242,125.07651401769192,125.64927615455636,40428000,0.005744618192615292
45,2022-03-09,132.78515625,133.09916098406526,129.28240208203147,130.62548341324316,37026000,0.04968743535354947
46,2022-03-10,131.79937744140625,132.6378674373792,130.28959734180037,130.64141568020557,27102000,-0.007423863001206121
47,2022-03-11,129.25254821777344,133.15887530088736,129.01468700810108,132.85332926637238,31526000,-0.019323529997439137
48,2022-03-14,125.35169982910156,129.78848807824545,124.67892145628272,129.63024802938145,38812000,-0.03018005016117331
49,2022-03-15,128.58323669433594,129.23662223260322,125.12228273153698,126.37180948996588,30920000,0.025779761021510694
50,2022-03-16,132.64633178710938,132.69857226432342,128.12195717811286,130.1109526032966,35576000,0.031598948643920766
51,2022-03-17,133.20216369628906,133.44251542685555,131.55602693390728,132.51544446609907,28264000,0.004190330042987966
52,2022-03-18,135.477783203125,135.59571910651152,131.62917901519822,132.78963125023313,44566000,0.017083953020647025
53,2022-03-21,135.45391845703125,136.39790698932094,133.45447478433732,135.5156199323404,26832000,-0.0001761524696486383
54,2022-03-22,139.20248413085938,140.37886680791058,135.45391090476724,135.45391090476724,35496000,0.027674102872241813
55,2022-03-23,137.6175537109375,138.9243097056279,137.17915893523153,138.0425238994977,25154000,-0.011385791207805918
56,2022-03-24,140.89837646484375,140.94514991308523,137.09505730306245,138.53765371288432,26396000,0.02384014731723494
57,2022-03-25,140.99888610839844,141.35916312962928,139.07259464161262,141.24072608323831,24126000,0.0007133484861676642
58,2022-03-28,140.78244018554688,141.32683456688196,139.1462501767931,140.23007305677257,35050000,-0.0015350895941487197
59,2022-03-29,141.82742309570312,143.10930412787826,141.36264991460445,141.96876091620584,34318000,0.007422679339688987
60,2022-03-30,141.26312255859375,142.04139926782997,140.9262322677062,141.7821407461011,19884000,-0.003978782979992435
61,2022-03-31,138.4058074951172,141.43183732694075,138.36301282244463,141.3770911257397,37524000,-0.020226900069346798
62,2022-04-01,139.483642578125,139.80261322253037,137.64940951093706,138.83624029562424,25942000,0.007787498967814832
63,2022-04-04,142.2912139892578,143.02819955507672,139.6428799730055,139.69065571151913,25942000,0.020128320133024014
64,2022-04-05,139.92205810546875,142.31013145949348,139.71455405588372,142.1892190441835,21418000,-0.016650050395718208
65,2022-04-06,135.8982696533203,138.6973869731092,134.8721696149984,138.0897877762518,32468000,-0.028757356106893672
66,2022-04-07,135.24192810058594,136.5118576914848,133.58882067273166,135.3628405109315,26234000,-0.004829653493077735
67,2022-04-08,132.65328979492188,135.0244453490223,132.33281575795365,134.93835487299648,25142000,-0.019140797103534113
68,2022-04-11,128.2105255126953,131.46396795737343,128.0562642583226,131.19625072432203,36884000,-0.03349154995775039
69,2022-04-12,127.1068115234375,130.97382925450697,126.1857162540227,130.97382925450697,32710000,-0.008608606702485755
70,2022-04-13,129.2759246826172,129.7138334675101,127.13316938924751,127.39093966649725,27928000,0.017065278667459216
71,2022-04-14,126.12699127197266,129.8586543117061,125.99859967897054,129.8586543117061,31598000,-0.024358235443880383
72,2022-04-18,127.0689926147461,127.60243774339564,125.58160448146153,126.39571309247896,20808000,0.007468673701588324
73,2022-04-19,129.39041137695312,129.71285968020723,126.3952245781442,127.08393333342498,26490000,0.018268963296539376
74,2022-04-20,127.43075561523438,130.77378162705162,126.89333171577132,130.2691902594668,31696000,-0.015145293541185878
75,2022-04-21,124.22061157226562,129.47946605426276,123.93397991770688,128.6350078479501,36446000,-0.025191281551068312
76,2022-04-22,119.06624603271484,124.8053101263878,118.35913172906152,124.40522250559664,56884000,-0.0414936416292897
77,2022-04-25,122.48838806152344,122.69091861575488,117.94710375134852,118.53429277469893,46128000,0.028741495955691088
78,2022-04-26,118.08544158935548,121.92707556109316,117.9471030393136,121.71260107377316,73054000,-0.03594582753392461
79,2022-04-27,113.75066375732422,116.68413343389656,112.20007840202844,113.92482651279369,91820000,-0.03670882518359497
80,2022-04-28,117.95854949951172,119.08018595435958,113.57201989604016,115.86107915420212,48884000,0.03699218627123457
81,2022-04-29,113.56654357910156,117.35891362880432,113.27294906445184,116.17905335741958,42676000,-0.037233468358546906
82,2022-05-02,116.0282745361328,116.1899998094352,112.06422476007552,112.8653947099302,35534000,0.021676550852466336
83,2022-05-03,116.77571105957033,117.8784407698478,115.4823947149801,115.87650661407837,24968000,0.006441848130773975
84,2022-05-04,121.67925262451172,122.2699268388617,114.56824610086612,116.4746360987147,49916000,0.04199110859997224
85,2022-05-05,115.95114135742188,120.46307061064944,114.45827869555946,119.63204464005044,45840000,-0.04707549679620515
86,2022-05-06,115.19574737548828,117.01206812575884,113.47298870444128,114.63642503497805,39710000,-0.006514761071692021
87,2022-05-09,111.97565460205078,114.52944700923064,111.4675855939926,112.71113673169168,40802000,-0.027953226111215645
88,2022-05-10,113.85067749023438,115.6968542910652,112.3632894735676,114.95788698251472,39900000,0.016744915623375656
89,2022-05-11,113.06195831298828,115.81081721712016,112.6977024843236,112.6977024843236,37534000,-0.00692766345034479
90,2022-05-12,112.30706787109376,113.7511601444871,109.30193451554294,110.84754643399384,53836000,-0.006676785482564895
91,2022-05-13,115.4983139038086,117.31413370158948,113.0644543201258,113.98803256594428,35038000,0.028415362391775334
92,2022-05-16,113.90045166015624,115.61724230928375,113.34759858622417,114.40852067379372,25990000,-0.013834507099238835
93,2022-05-17,115.9188003540039,116.34377055599607,114.3234308714394,116.28455202745587,23054000,0.017720287008780256
94,2022-05-18,111.36705017089844,114.85089737650672,111.02468525353758,114.45279916514004,35126000,-0.03926671229520062
95,2022-05-19,109.85877227783205,112.4722766682842,109.47659675819855,110.90128865895409,34144000,-0.013543304691574942
96,2022-05-20,108.3897933959961,111.64971302278168,105.29310247883514,111.41831352862852,48962000,-0.013371521011730558
97,2022-05-23,110.95751953125,111.61388163619868,108.22358859840143,109.06606499448633,37184000,0.023689741024534028
98,2022-05-24,105.4657745361328,105.951952644931,101.3997115588744,105.2687186039844,76780000,-0.04949412187941449
99,2022-05-25,105.3015594482422,105.9932521987734,103.36232921245352,104.4859550231304,40258000,-0.0015570462419003395
100,2022-05-26,107.27960205078124,108.1325189038604,104.7243139415563,105.17416668495665,37948000,0.018784551842380592
101,2022-05-27,111.78207397460938,111.7835698138087,108.61919412203534,108.96206020855854,37914000,0.041969506203955564
102,2022-05-31,113.22069549560548,115.18430708649076,111.54520378568203,112.21002456042172,50012000,0.012869876804422864
103,2022-06-01,113.3500747680664,116.54430641015416,112.71113124806908,114.30849764115456,36606000,0.0011427175208083007
104,2022-06-02,117.06282806396484,117.33851047218953,112.40908243525308,113.45756701556256,37992000,0.03275474942116596
105,2022-06-03,113.99598693847656,115.76801720266153,112.97835314878134,115.5102469137324,26136000,-0.02619824906171342
106,2022-06-06,116.26465606689452,118.77913155288562,115.61127801779324,116.14920308967709,33542000,0.01990130696129122
107,2022-06-07,116.59207153320312,117.13099882916678,114.50455590836914,114.93101432601036,31590000,0.0028161220906224305
108,2022-06-08,116.6363754272461,118.00632883158583,116.04519999754731,116.20593058690812,26108000,0.0003799906242367701
109,2022-06-09,114.28909301757812,117.736113984353,114.22987449001698,115.77399057256336,25798000,-0.020124788695376816
110,2022-06-10,110.632568359375,112.73999313613125,109.84085182107376,111.90996185455047,41452000,-0.031993644902236995
111,2022-06-13,105.88626861572266,108.27384824703032,105.61407143207576,106.27839110394775,47252000,-0.04290146937775707
112,2022-06-14,106.20772552490234,107.41097248913955,105.29658482140374,106.028088147295,33706000,0.003035869649409495
