,Date_,Close_GOOGL,High_GOOGL,Low_GOOGL,Open_GOOGL,Volume_GOOGL,Return_GOOGL
113,2022-06-15,109.24222564697266,110.8933284463078,107.15719279182464,108.0285229467679,39698000,0.028571369051292095
114,2022-06-16,105.52897644042967,108.13153172918454,104.6377371893725,106.71082612689229,51684000,-0.03399096992533568
115,2022-06-17,106.6336898803711,108.18228586085846,104.54616658355276,105.528970887289,51376000,0.01046834222413806
116,2022-06-21,111.01325988769533,111.9542643123408,108.08326752622624,108.41119802749382,47416000,0.04107116627247476
117,2022-06-22,110.95702362060548,112.8071716946308,109.85727808662207,110.03045374439512,30774000,-0.0005065725224782103
118,2022-06-23,111.70792388916016,112.20604591984647,109.97471708378085,111.69747579437303,28362000,0.006767487483462231
119,2022-06-24,117.41365051269533,117.51715954815482,112.41504945457396,112.45735057227829,41164000,0.0510771879459202
120,2022-06-27,115.28234100341795,118.01526949121951,114.6314459624472,117.71023220229814,36420000,-0.01815214414994215
121,2022-06-28,111.47454833984376,116.75132243650624,111.3158071473666,115.25148924100075,35792000,-0.03303014694558726
122,2022-06-29,111.17000579833984,112.62206327148688,110.3449479478808,111.02121914854789,24716000,-0.0027319468527962076
123,2022-06-30,108.44452667236328,110.36037012107478,106.24205918177556,109.47659494140808,43170000,-0.024516317206284333
124,2022-07-01,108.22010803222656,108.73016641639376,106.22265397774429,107.41943163222562,35476000,-0.0020694326124428564
125,2022-07-05,112.72406768798828,112.8375236690026,105.22840262829632,106.59089187479918,39342000,0.041618510068577086
126,2022-07-06,114.02684020996094,115.0395005469071,110.94557098037905,112.76288648601032,37432000,0.011557181608976563
127,2022-07-07,118.21780395507812,118.62237150865168,114.28710302372733,114.53242824450784,40936000,0.036754186447684134
128,2022-07-08,118.78558349609376,119.11550333341472,116.34524732585784,116.69209216472974,38238000,0.004802825987457737
129,2022-07-11,115.12609100341795,117.4365476052986,114.78173665895066,117.4365476052986,31196000,-0.03080754738891489
130,2022-07-12,113.47797393798828,116.41741959811824,113.14904875296558,115.66202835855135,29960000,-0.014315756324782547
131,2022-07-13,110.82365417480467,113.65262767517154,110.67237700140517,111.16949673952026,43722000,-0.023390616443628942
132,2022-07-14,109.84235382080078,110.56440377859388,107.85734476528512,109.68610316058955,37004000,-0.008854611060343354
133,2022-07-15,111.24564361572266,112.60216483443524,110.37232404487976,111.46758971888954,46770000,0.012775489108793447
134,2022-07-18,108.5112075805664,113.13908327050366,107.85435196917416,112.10403093176885,43164600,-0.02458016283857234
135,2022-07-19,113.26846313476562,113.4774629947795,109.03868562268973,110.32254841399676,36530900,0.043841144710025315
136,2022-07-20,113.35804748535156,114.85091025049732,111.94480589002252,112.63151759868651,35600400,0.0007909028524502038
137,2022-07-21,113.7959442138672,114.00495167460863,110.58131743938424,113.73623213542244,32676200,0.003862952284638066
138,2022-07-22,107.38658905029295,111.80545736836784,105.9932490465555,110.47183703443812,48901200,-0.056323230215732045
139,2022-07-25,106.99844360351562,109.34721476148648,105.79420198666402,107.8941627049608,34690900,-0.0036144685310336433
140,2022-07-26,104.5202865600586,106.68991390610014,103.57480992289084,106.09277036719988,47991000,-0.023160683090306278
141,2022-07-27,112.52204132080078,113.36800296920032,107.49607452568809,108.7401268402842,59858500,0.07655695390907957
142,2022-07-28,113.67652893066406,113.79595309687596,110.92965921139611,111.8353329683321,32816600,0.010260101899252083
143,2022-07-29,115.76652526855467,116.15466896108312,112.52203489140882,112.54194397943672,37223400,0.018385469344911032
144,2022-08-01,114.31346893310548,116.16461921046162,113.79593896680588,114.75137773642172,26034300,-0.012551610511574052
145,2022-08-02,114.58218383789062,115.79638002904798,113.17889687110984,113.4575633556852,20236000,0.0023506845456888747
146,2022-08-03,117.51815795898438,118.0555894622438,114.93053070088143,115.1594320713057,28499000,0.02562330392696599
147,2022-08-04,117.6276397705078,118.21482883274447,116.3338222942916,116.9210189496212,21602900,0.0009316161300081394
148,2022-08-05,116.91104888916016,117.54800299790868,115.44804231050304,115.67695125259638,19159500,-0.006092028053489074
149,2022-08-08,116.74187469482422,119.57831251315469,116.32386733757586,117.82668469128856,19138300,-0.0014470334150908926
150,2022-08-09,116.0750503540039,116.7617696373508,115.1594297049364,116.58262580661216,19086500,-0.0057119550509485695
151,2022-08-10,119.13043975830078,120.34463596242324,117.84658452538288,118.21481912974993,30930400,0.0263225335244619
152,2022-08-11,118.27452850341795,120.9119207170252,117.99586202223844,120.70292085614057,24293700,-0.007184656219009655
153,2022-08-12,121.10102081298828,121.10102081298828,118.89158283337814,119.6877792993413,19096300,0.023897726292678945
154,2022-08-15,121.4991226196289,121.71807703386352,120.03611593641816,120.55363833935156,19494800,0.003287353021205419
155,2022-08-16,121.12092590332033,121.84745576956124,120.06597200873036,120.94178207281516,19041200,-0.0031127526533057948
156,2022-08-17,118.98116302490234,120.71288167155528,118.81196614417377,119.54845056051758,22847000,-0.01766633521383376
157,2022-08-18,119.59820556640624,120.2451142565541,118.15510799023149,118.86172875873096,17987700,0.005186052361706661
158,2022-08-19,116.65228271484376,118.58305410832624,116.2044269718424,118.49347840387088,21809500,-0.024631831536358284
159,2022-08-22,113.69641876220705,115.07980422824266,113.30827507565556,114.65184995934078,21456600,-0.025339100820361282
160,2022-08-23,113.3182373046875,114.46276694733402,112.89028300676202,112.94004813634814,15870400,-0.00332623895841877
161,2022-08-24,113.14903259277344,114.23384241345713,112.33293469319295,112.95993423782826,17734600,-0.0014931816443553014
162,2022-08-25,116.09495544433594,116.1646220653855,113.56704040567818,113.69641910388675,16956800,0.02603577586177841
163,2022-08-26,109.81497955322266,114.57224186477184,109.66569935363756,114.17414361532892,37245700,-0.054093443311792666
164,2022-08-29,108.89936065673828,110.42207946188545,108.2823155735555,109.46664820361843,21191200,-0.0083378324178498
165,2022-08-30,108.42164611816406,109.97422092496215,107.28707105272044,109.64578930257257,27513300,-0.004386752462946286
166,2022-08-31,107.70506286621094,110.32254592222807,107.61548716074697,110.12350061045112,28627000,-0.006609226825168735
167,2022-09-01,109.21783447265624,109.9244552489746,106.8491616903598,107.7647823363138,28360900,0.014045501355163248
168,2022-09-02,107.33683013916016,110.21307842824478,106.74964110254568,110.06379063471977,24160700,-0.017222501641588672
169,2022-09-06,106.30177307128906,107.51596926896929,105.27667524334036,106.789447015008,25068300,-0.009643074669981933
170,2022-09-07,108.92920684814452,109.45669135552636,106.39134493339468,106.5505796654954,23167000,0.024716744612466757
171,2022-09-08,107.8643035888672,109.078499800194,106.65011497063271,107.5259250214311,24238300,-0.009776104041240963
172,2022-09-09,110.12350463867188,110.46188319968864,108.5012556752909,108.55102080160148,23197700,0.0209448443519904
173,2022-09-12,110.33250427246094,111.08889015087576,109.40692911388912,110.4618829702706,22966800,0.0018978658050778918
174,2022-09-13,103.82362365722656,107.7846893387219,103.594714703622,107.2870684416698,38172900,-0.05899331895124038
175,2022-09-14,104.5003890991211,104.77905558849064,103.16676873054044,104.07243482099148,26395100,0.006518414769733694
176,2022-09-15,102.42033386230467,104.76909744622156,101.86299330961457,103.53499978150074,34188300,-0.019904760687957213
177,2022-09-16,102.31085968017578,102.639283702151,100.45970933191258,101.58432982803475,42797200,-0.0010688715609545874
178,2022-09-19,102.57957458496094,102.83833958549135,101.06681035212908,101.26585567986476,23036800,0.002626455350147161
179,2022-09-20,100.65875244140624,101.882903164709,100.04169980785068,101.59428213900198,26517100,-0.018725191163312838
180,2022-09-21,98.80760955810548,102.39047869604212,98.79765501354908,101.18623696987108,31487300,-0.018390282398724422
181,2022-09-22,99.66351318359376,100.75827764430566,98.319938273034,98.34979431212098,34298600,0.00866232499011077
182,2022-09-23,98.27017211914062,99.18580033576464,97.00621838807965,99.15593670389735,31625400,-0.01398045302583717
183,2022-09-26,97.70288848876952,99.40475110446,97.33465387177638,97.63322186449304,27072700,-0.005772693973542076
184,2022-09-27,97.03607940673828,99.52418400691106,96.40907978100807,98.95689646179537,30072800,-0.0068248655934863844
185,2022-09-28,99.5739517211914,100.22085285955642,96.64793820563632,97.18536972439702,32466300,0.026153904093912717
186,2022-09-29,96.95645904541016,98.17065531531073,95.50340685796787,98.17065531531073,31047200,-0.026286921735418023
187,2022-09-30,95.19487762451172,98.4294134043774,95.10530191604596,96.58821763291844,32941500,-0.018168788735089758
188,2022-10-03,98.170654296875,98.8175630102199,96.06073886671564,96.29960237487208,27982000,0.03125984030465356
189,2022-10-04,101.1563720703125,101.3554173854522,99.90236532427448,99.96208499329003,28850800,0.03041354664305773
190,2022-10-05,100.94738006591795,101.4450009855778,98.3298967620206,99.35499464162504,22176900,-0.00206602906092046
191,2022-10-06,100.93741607666016,102.44023323947894,100.11136360497702,100.2009393105423,22324000,-9.8704783138448e-05
192,2022-10-07,98.21046447753906,100.0516603517211,97.83227531415282,99.37489560091394,27502800,-0.027016261215266568
193,2022-10-10,97.39436340332033,98.62846111239529,96.5484093897858,98.52893845076046,18225100,-0.008309716062949501
194,2022-10-11,96.71759796142578,98.77774817376962,95.85173486608706,96.9664084102262,26507100,-0.006948712617915964
195,2022-10-12,97.09579467773438,98.2801349361214,96.279696645786,96.83703725784083,21876400,0.003910319572446586
196,2022-10-13,98.5886459350586,99.30522121438588,93.9309142125232,94.69725461689512,34574500,0.015375035162738637
197,2022-10-14,96.10054779052734,100.21090137017602,95.91145700787062,99.51422753973247,25410700,-0.025237167230901858
198,2022-10-17,99.49432373046876,100.44975494508492,98.35974868854376,98.38960472757988,28419200,0.03531484489910408
199,2022-10-18,100.29051208496094,102.977669480451,99.49432320685048,102.63928332260754,24060700,0.00800234952748724
200,2022-10-19,99.15593719482422,100.53932268092686,98.44931643231148,99.53413393609324,23811100,-0.011312883607330293
201,2022-10-20,99.49432373046876,101.83314043643364,98.91708166546346,99.52417976950484,25323200,0.003412670438278198
202,2022-10-21,100.6488037109375,100.82794754437543,97.25503301309251,97.38441171770614,32458700,0.011603475828392273
203,2022-10-24,102.03219604492188,102.2611050224294,99.5042883058514,101.31562825653955,27176400,0.013744746911820815
204,2022-10-25,103.9828643798828,104.3212429399577,102.23123672329918,102.41038054718946,40611400,0.019118164761465106
205,2022-10-26,94.47830963134766,97.8422243688905,94.23945371213154,95.97117241436078,88114100,-0.09140500990443912
206,2022-10-27,91.78119659423828,94.97592174214005,91.36319687614096,94.0702480931704,60710900,-0.02854743112608016
207,2022-10-28,95.8318328857422,96.0905978772498,91.6916233939895,91.8309566371646,43697300,0.04413361823349993
208,2022-10-31,94.060302734375,95.57306689870096,93.53282580597906,94.9659688055794,31675000,-0.018485821443896988
209,2022-11-01,90.03952026367188,95.57306183643806,89.9399976095824,94.9958198123906,47161400,-0.042746858704652
210,2022-11-02,86.55618286132812,90.74615003951524,86.46660714853941,90.50729412723294,57038300,-0.03868676101497581
211,2022-11-03,83.03302001953125,86.10831340135847,82.94344431306968,85.90926808736477,61288000,-0.0407037686428634
212,2022-11-04,86.16803741455078,86.22774949314112,83.3116906968652,84.99365177935555,51124900,0.0377562732787764
213,2022-11-07,88.06895446777344,88.47700729545595,86.43675834322974,86.86471266814627,34078900,0.022060581977484617
214,2022-11-08,88.47699737548828,89.89023890654045,87.17322545658932,88.47699737548828,30429000,0.004633220755041023
215,2022-11-09,86.90451049804688,89.01442577049444,86.8646999163299,88.02913095745633,31769100,-0.017772832759772705
216,2022-11-10,93.4930191040039,93.94087488626228,91.1741038384967,91.81105799655386,51620100,0.07581319505970985
217,2022-11-11,95.9512710571289,96.46879348169524,93.47311336671255,94.2394538485674,33090500,0.026293427858933294
218,2022-11-14,95.24463653564452,96.32945403822642,94.0603039654914,94.6375384345769,30179500,-0.007364514442582681
219,2022-11-15,97.97160339355467,99.66351138474528,96.2498317707238,97.79245956917396,41640800,0.028631185514468527
220,2022-11-16,98.37964630126952,99.16588820159294,97.1754046847515,97.43416966800666,29105200,0.004164909969633923
221,2022-11-17,97.89198303222656,98.80760365631384,96.32945372628268,96.50859755213386,26052600,-0.004956952859431651
222,2022-11-18,96.96640014648438,98.42940667564424,95.91144636326617,98.30002039371558,28342300,-0.009455144916591163
223,2022-11-21,95.14511108398438,97.93179105937274,94.90625518678002,96.82707209430102,21647400,-0.01878268203984712
224,2022-11-22,96.58821105957033,96.75740032804538,93.60248592750436,95.49343910333944,23438500,0.015167358145308452
225,2022-11-23,97.99150848388672,98.2900840665078,96.62802445978608,96.62802445978608,18868100,0.014528661509745966
226,2022-11-25,96.99626922607422,98.17065490597226,96.93655714521095,97.77255664966752,9701400,-0.01015638266224006
227,2022-11-28,95.59297943115234,97.11569819421372,95.1550706024734,96.5782667025875,26237500,-0.014467461543816285
228,2022-11-29,94.73707580566406,95.6626510462463,93.66221276632476,95.2745073253337,20061700,-0.008953624320337417
229,2022-11-30,100.50946807861328,100.55923320625756,93.9707297028168,94.36882794469376,43647500,0.06093065701954159
230,2022-12-01,100.50946807861328,101.7634748829433,99.772991266651,100.53932411796288,28687100,0.0
231,2022-12-02,99.96208953857422,100.29051356417902,98.429416244413,98.57870403410196,21480700,-0.005446039567246874
232,2022-12-05,99.00665283203124,100.897606086398,98.5289334501006,98.92703166952748,24405100,-0.009557990543747952
233,2022-12-06,96.5185546875,99.30522721733549,95.96121410705892,98.82751539763451,24910700,-0.025130615704708203
234,2022-12-07,94.4882583618164,96.41902227907116,94.26930395221925,95.95126501404084,31045400,-0.02103529556837158
235,2022-12-08,93.26409912109376,95.12520384009744,93.00533415212564,94.92615094354828,32213300,-0.012955675783916654
236,2022-12-09,92.38829803466795,93.81149411113353,92.3086768683962,93.32382016253814,28225400,-0.009390548932324716
237,2022-12-12,92.86600494384766,93.11481538049334,91.17409701189376,92.2688614145164,29420000,0.0051706430288438465
238,2022-12-13,95.17497253417967,99.0564171516584,94.57782896066584,97.2948424708287,40593700,0.02486343190630591
239,2022-12-14,94.61764526367188,96.4090836855868,93.15463848462352,94.74702397460736,28733600,-0.005855817508196748
240,2022-12-15,90.42767333984376,93.19444441414178,89.58171930241409,92.68686895444696,40107000,-0.04428319804569092
241,2022-12-16,89.83052825927734,90.89543669655228,89.09404384987789,90.32814916628604,58011800,-0.006603565684171087
242,2022-12-19,88.01918029785156,90.12908788829876,87.79027136089782,89.83051992764071,29493000,-0.020164057771069777
243,2022-12-20,88.59642028808594,88.75566261824142,87.0239440398078,87.69075421287637,23453800,0.006558115950194399
244,2022-12-21,89.15376281738281,89.7907169658723,87.89975601556621,88.65614191430713,24745600,0.006290801902431031
245,2022-12-22,87.34242248535156,88.11870987437933,85.909271863705,87.74052072393032,27658300,-0.02031703738339674
246,2022-12-23,88.805419921875,89.1238969610393,86.65569421269733,86.6955047917293,23003000,0.016750135786178788
247,2022-12-27,86.97418212890625,88.51680998867842,86.59599297044319,88.37747674118715,20097300,-0.020620788625060782
248,2022-12-28,85.61070251464844,87.62109534883498,85.5310889356147,86.56614139398224,19523200,-0.01567683168594758
249,2022-12-29,88.02913665771484,88.42723490757112,86.19789533870554,86.20784988305239,23333500,0.028249203335910078
250,2022-12-30,87.81019592285156,87.87986255192544,86.15809072896663,86.56614355146583,23986300,-0.0024871394083370024
251,2023-01-03,88.69595336914062,90.61677037760803,88.09880220510901,89.16371064442977,28131200,0.010087182211360401
252,2023-01-04,87.66089630126953,90.2186673282775,86.85474530999315,89.92009176216149,34854800,-0.011669721430957791
253,2023-01-05,85.78984832763672,87.15333245755251,85.49128031493731,87.0538097866527,27194400,-0.02134415745878837
254,2023-01-06,86.9244155883789,87.27275629454014,84.45622016455464,86.3770371515828,41381500,0.01322495939623547
