,Date_,Close_MSFT,High_MSFT,Low_MSFT,Open_MSFT,Volume_MSFT
0,2022-01-03,325.0380554199219,328.1937646958434,320.2122465111482,325.62065382806765,28865100
1,2022-01-04,319.464599609375,325.4750144685873,316.65843157459085,325.1157242107018,32674300
2,2022-01-05,307.2010498046875,316.6099216571062,306.81266070607495,316.40599293377886,40054300
3,2022-01-06,304.7735290527344,309.45369542016715,302.4528549493808,304.06469758500975,39646100
4,2022-01-07,304.928955078125,307.3175762839826,301.0935421942167,305.035749490981,32720000
5,2022-01-10,305.1521911621094,305.5891473330001,295.85014516336383,300.5108727026774,44289500
6,2022-01-11,305.8416748046875,307.42435964932554,300.8993516399399,304.28808876960994,29386800
7,2022-01-12,309.0361022949219,314.02699099798366,307.8806250934638,310.3955081546463,34372200
8,2022-01-13,295.95697021484375,311.5704653903933,295.1801920885378,311.172356970201,45366000
9,2022-01-14,301.2003173828125,301.8023248577446,294.93743650779754,295.42293023044414,39846400
10,2022-01-18,293.8693542480469,300.8119087883123,292.9857520873315,295.2481695047707,42333200
11,2022-01-19,294.52960205078125,304.8026655825984,293.91790486518016,297.40374615872065,45933900
12,2022-01-20,292.8497619628906,302.6081720203848,292.40311612271,300.10303794125576,35380700
13,2022-01-21,287.4413757324219,295.28694025564124,287.03354801904186,293.9081548524898,57984400
14,2022-01-24,287.77154541015625,288.4900666398452,268.0410733422131,283.72254434338123,85731500
15,2022-01-25,280.1202392578125,286.43165946929554,276.8965825317992,283.0623308788007,72848600
16,2022-01-26,288.1016540527344,299.5496034339811,284.5284276453755,299.05439039333135,90428900
17,2022-01-27,291.1408386230469,298.3843958364904,289.28624925954864,293.87903001620236,53481300
18,2022-01-28,299.3165283203125,299.5301466928583,285.90719725432996,291.51950217065746,49743700
19,2022-01-31,301.95770263671875,303.31707920676604,297.4814348645573,299.98659920210355,46444500
20,2022-02-01,299.80206298828125,301.61780458751355,296.27737417462686,301.40418618571084,40950400
21,2022-02-02,304.36566162109375,305.9775040465529,299.91855295879697,300.6467934119284,36636000
22,2022-02-03,292.510009765625,302.20047652436983,291.2574274848853,300.5109379778265,43730000
23,2022-02-04,297.06396484375,299.84097530707743,291.2671673717236,291.5001949260751,35096500
24,2022-02-07,292.21868896484375,298.90877717897297,291.1991343489562,297.28724470910936,28533300
25,2022-02-08,295.7239074707031,296.6948948289947,291.24766997242665,292.50994168533265,32421200
26,2022-02-09,302.18096923828125,302.8800813256135,298.4718200284461,300.8798497264484,31284700
27,2022-02-10,293.6071472167969,300.1515921967182,291.97589564951016,295.21898970549006,45386200
28,2022-02-11,286.4801025390625,295.4617351032537,285.6838858378648,294.393643142157,39175600
29,2022-02-14,286.4412841796875,288.1502314930245,282.89718608152816,285.2469590051826,36359500
30,2022-02-15,291.75262451171875,292.07303735866185,288.40270567819266,291.3059785446445,27058300
31,2022-02-16,291.4120178222656,292.7450162914017,285.74917949808884,290.31252866350303,29982100
32,2022-02-17,282.87896728515625,288.7850268786672,282.1686699435824,288.3569065212068,32461600
33,2022-02-18,280.15447998046875,285.9243339610583,278.5782326246137,285.1362102831308,34264000
34,2022-02-22,279.9501647949219,283.6670133817274,276.81711923482464,277.3036168081723,41736100
35,2022-02-23,272.70135498046875,283.8227127228963,272.5359624242188,282.34374100984417,37811200
36,2022-02-24,286.6346130371094,287.18922735136584,264.18760972965123,265.15089503690007,56989700
37,2022-02-25,289.2811584472656,289.5925239923929,283.77400285332004,287.1697757987993,32546700
38,2022-02-28,290.72125244140625,291.0618067098429,285.08760175802655,286.3622231310244,34627500
39,2022-03-01,286.98492431640625,291.8693491597136,284.260520147293,288.3957494331579,31217800
40,2022-03-02,292.0834655761719,293.3288983898888,285.768735492575,287.3838815829672,31873000
41,2022-03-03,287.9287414550781,294.9440282601711,286.1092155593134,294.71051892315563,27314500
42,2022-03-04,282.0323486328125,287.6757380929094,279.41501910209644,286.34273954173915,32356500
43,2022-03-07,271.3780822753906,281.86696885975545,271.0083393654953,280.7382909166113,43157200
44,2022-03-08,268.4007568359375,276.2917343894087,262.70872844754865,270.29807983642723,48159500
45,2022-03-09,280.7091369628906,281.7794377045606,273.19761224879693,275.78578324466815,35204500
46,2022-03-10,277.8777160644531,278.86045079071647,273.00300025162977,275.3771110899081,30628000
47,2022-03-11,272.5067443847656,281.6918204908047,271.88401326881876,280.1836602719386,27209300
48,2022-03-14,268.9747619628906,277.6927895548995,268.3715097649783,272.7694368315756,30660700
49,2022-03-15,279.3955383300781,280.04745811524,271.2029361781825,272.77918349658523,34245100
50,2022-03-16,286.4400634765625,286.61519548142235,275.5522451059325,281.30262045302413,37826300
51,2022-03-17,287.2476806640625,287.62713339972385,281.55565208145566,285.36980681566314,30816600
52,2022-03-18,292.3169250488281,292.87153940935485,284.82488022884814,287.3935719777553,43390600
53,2022-03-21,291.08123779296875,292.03478374650234,286.93626887864554,290.8185397874597,28351200
54,2022-03-22,295.84893798828125,296.76355591312955,290.70178472073417,291.70396865624343,27599700
55,2022-03-23,291.40234375,295.04136624934927,289.6801528126932,292.3948179286676,25715400
56,2022-03-24,295.88787841796875,295.985183887236,290.2639667384588,291.0618300156062,24484500
57,2022-03-25,295.47918701171875,297.25004547288074,291.2077533537051,296.9873474480325,22566500
58,2022-03-28,302.3095703125,302.4068460615797,296.1115669753053,296.1115669753053,29578200
59,2022-03-29,306.8924255371094,307.29135714004815,300.7041605046977,305.4329327088514,30393400
60,2022-03-30,305.3841857910156,307.41777140029217,303.16575845616387,305.28691004917073,28163600
61,2022-03-31,299.9841003417969,306.6296731361935,299.5754590506944,305.423139087264,33422100
62,2022-04-01,301.0641784667969,301.7549967231003,297.2889524574944,301.0155108922393,27110500
63,2022-04-04,306.4642333984375,306.6004372565367,301.3462702456196,301.71601309302554,24289600
64,2022-04-05,302.4847717285156,306.3670133210519,301.5020370122259,304.8102149635358,23156700
65,2022-04-06,291.4120178222656,298.70948070596177,288.69735331536396,296.9483620388393,40110400
66,2022-04-07,293.2315979003906,295.45002606542477,288.3471720326163,288.6487982094901,31411200
67,2022-04-08,288.95037841796875,292.9883024570714,288.2790093714856,292.32667286424794,24361900
68,2022-04-11,277.5566101074219,284.7081008112232,277.303621862764,283.9102673434165,34569300
69,2022-04-12,274.4430847167969,282.8886778029478,272.9154747869377,281.42918467865366,30966700
70,2022-04-13,279.8528137207031,280.7868805950941,273.7034782696075,275.09488366958476,21907200
71,2022-04-14,272.2732238769531,280.5242335633767,271.7770165344988,280.31017343940124,28221600
72,2022-04-18,272.944580078125,274.83219298436376,270.82345784524375,271.37807218947415,20778000
73,2022-04-19,277.59552001953125,278.4420507901121,270.8915984998425,271.8354050361262,22297700
74,2022-04-20,278.62689208984375,281.8767221982416,277.66363634073986,281.58480582125515,22906700
75,2022-04-21,273.22674560546875,285.3794446334665,272.4969992966275,280.7869066754208,29454600
76,2022-04-22,266.6298828125,275.5522621743124,265.99744184902704,274.07329041466824,29405800
77,2022-04-25,273.1391906738281,273.5186433291978,263.45787737372405,265.909844074546,35678900
78,2022-04-26,262.9227600097656,270.84292537299956,262.70869988138327,270.00616376697724,46518400
79,2022-04-27,275.57171630859375,283.11242950747317,271.6213579631091,274.4819663779026,63477700
80,2022-04-28,281.8086242675781,283.12217381828333,273.8592398616046,277.4885229014795,33646600
81,2022-04-29,270.025634765625,282.0518716599104,269.0331902867621,280.8161486717777,37073900
82,2022-05-02,276.7879638671875,277.2452728288892,268.7607529412359,270.21050638231907,35151100
83,2022-05-03,274.1705627441406,276.45710720664414,272.58457595326684,276.29168497171645,25978600
84,2022-05-04,282.14923095703125,283.02492092233393,269.25704125931816,274.9587803369154,33599300
85,2022-05-05,269.86016845703125,278.6171234332889,266.93144401306745,277.8289998609018,43260400
86,2022-05-06,267.3109436035156,271.70887058639,263.94435931562117,267.3887701432197,37780300
87,2022-05-09,257.4350280761719,265.00492869537015,256.2090744532294,262.7670518637602,47726000
88,2022-05-10,262.22222900390625,266.3574589603686,257.91186702277696,264.353091051066,39336400
89,2022-05-11,253.513916015625,264.03199293595867,252.29767187873665,258.5053867043685,48975900
90,2022-05-12,248.45433044433594,252.86199751589103,243.2682642428535,250.7311356508223,51033800
91,2022-05-13,254.0685272216797,255.9366912571891,248.45435504719347,250.40034564134663,34925100
92,2022-05-16,254.43824768066406,258.64159411868263,248.8727138859147,252.93982674153148,32550900
93,2022-05-17,259.6145935058594,261.083796106576,255.37231887699087,258.9237455156358,28828800
94,2022-05-18,247.79443359375,257.0789268616346,246.5168434618955,256.49376403299016,31356000
95,2022-05-19,246.877685546875,251.29563365430175,245.64886146376114,247.61887889967733,32692300
96,2022-05-20,246.31199645996094,252.14406986482885,240.34340194692868,250.87621229197225,39199300
97,2022-05-23,254.20187377929688,255.0308519081946,247.16048539652775,249.16953634780475,33175400
98,2022-05-24,253.1973419189453,254.86503046094091,247.2287473369704,251.51015886487633,29043900
99,2022-05-25,256.0256652832031,258.0347018042022,250.7690207200445,251.75404446302966,28547900
100,2022-05-26,259.3219909667969,260.5020488847592,254.96257147531688,255.7817874502951,25002100
101,2022-05-27,266.48040771484375,266.57793980454977,260.9409302658759,261.8381838235103,26910800
102,2022-05-31,265.1443176269531,267.9725697938546,262.27704666969936,265.7879937359914,37827700
103,2022-06-01,265.6807861328125,270.8204042043572,263.35965869320427,268.3920122715917,25292200
104,2022-06-02,267.7872619628906,267.8555374038793,255.12838804622388,257.9078889871532,44008200
105,2022-06-03,263.3401184082031,266.6852882127853,261.76996156661284,263.62295259702773,28059000
106,2022-06-06,262.10150146484375,267.3971637281567,260.60935271212526,265.3296143204805,22400300
107,2022-06-07,265.7587585449219,266.37317805146677,259.3610454908683,260.0437404453891,22860700
108,2022-06-08,263.7204284667969,266.24635182283305,262.94020151963724,264.9882563323359,17372300
109,2022-06-09,258.2394714355469,265.96352496663144,258.08342604184816,261.155493463589,26439700
110,2022-06-10,246.73138427734375,254.13359977054108,246.28275749041563,254.13359977054108,31422800
111,2022-06-13,236.26683044433594,242.85960728455794,235.55489376186938,239.04633149317976,46135800
112,2022-06-14,238.441650390625,239.66072706571066,235.5353608826797,237.82723098436355,28651500
113,2022-06-15,245.5318145751953,248.98424840348872,240.32392206139252,242.16716558622423,33111700
114,2022-06-16,238.90977478027344,241.2991621183155,237.00801811861984,239.89478338930752,33169200
115,2022-06-17,241.52345275878906,244.3029533906059,237.9930116474578,238.64643492665795,43084800
116,2022-06-21,247.46282958984375,248.44783823302578,243.33746321003935,244.06890924997958,29928300
117,2022-06-22,246.867919921875,250.8079842631734,244.1761889667899,245.65859044340866,25939900
118,2022-06-23,252.45616149902344,252.95355435633138,247.35556322748175,249.24757279779442,25861400
119,2022-06-24,261.0774841308594,261.3505561275913,255.24541034605122,255.33318029900627,33923200
120,2022-06-27,258.3370666503906,261.6626826072019,256.7668799544278,261.5749126322906,24615100
121,2022-06-28,250.1350555419922,260.3070248398186,249.97901014588223,257.4495160699315,27295500
122,2022-06-29,253.82151794433594,255.4892064501138,249.43282717010936,251.21755715232027,20069800
123,2022-06-30,250.47637939453125,253.109597154514,246.6436091264857,250.69093809914182,31730900
124,2022-07-01,253.15834045410156,253.34364250062603,248.31130499958638,250.04728397784783,22837700
125,2022-07-05,256.34747314453125,256.4742618926065,248.43810234221337,249.8229717887662,22941000
126,2022-07-06,259.6242980957031,261.3602619908229,255.90855498444893,257.22516367045046,23824400
127,2022-07-07,261.76019287109375,262.4038690626663,258.46380408514074,258.5613361922191,20859900
128,2022-07-08,261.03851318359375,261.46763065176367,256.77662492086233,258.2395172634541,19658800
129,2022-07-11,257.9664001464844,259.9364174424427,255.69402443760526,259.07818265604794,19455200
130,2022-07-12,247.3945770263672,259.36103951309576,245.80489605721394,259.3025262054991,35868500
131,2022-07-13,246.4680633544922,247.27753210604573,241.9721076841529,244.00065319142416,29497400
132,2022-07-14,247.79443359375,248.82820836055416,239.8558059029623,244.371271225714,25102800
133,2022-07-15,250.36912536621094,253.92882377346191,248.46736847903153,249.39386389777957,29774100
134,2022-07-18,247.96023559570312,254.38720528898997,247.03374014987685,253.3241738288452,20975000
135,2022-07-19,253.109619140625,253.2949212090037,247.40433334015634,251.2078472862623,25012600
136,2022-07-20,255.7817840576172,258.3174695251727,252.50492020116843,253.47041941554806,22788300
137,2022-07-21,258.2882080078125,258.3369889320587,250.6714193737388,253.36315017839348,22404700
138,2022-07-22,253.9190673828125,258.76611818114594,252.66100148914163,258.6783482185144,21881300
139,2022-07-25,252.42691040039062,255.03087159212205,250.45689296726155,254.5432408625004,21056000
140,2022-07-26,245.66835021972656,253.45094720760954,243.39600416529262,253.43142293077935,39348000
141,2022-07-27,262.0917663574219,263.3693565432231,252.44644558531357,254.69929727249698,45994000
142,2022-07-28,269.5719909667969,270.9666075420693,261.2432507771247,263.0767468611036,33459300
143,2022-07-29,273.79486083984375,275.02369966023457,269.78655099255263,270.83008777613486,32152800
144,2022-08-01,271.1324768066406,274.32157140490636,269.01614611818337,270.9471747285564,21539600
145,2022-08-02,268.0213623046875,271.01542213800866,265.64172195484593,269.1721636875698,22754200
146,2022-08-03,275.4820861816406,276.4866042234115,269.76703895640605,269.91335197508243,23518900
147,2022-08-04,276.6329040527344,276.779187317559,273.2390132583336,274.8286644195843,18098700
148,2022-08-05,275.9112243652344,276.6329083245919,271.78585765777035,272.24423173637746,16774600
149,2022-08-08,273.3852844238281,278.8467542489701,272.41002301800336,277.0229904194802,18739200
150,2022-08-09,275.3162841796875,276.0769868890981,270.74230578508485,272.72211501979655,23405200
151,2022-08-10,282.0065612792969,282.6404751722234,279.8414800012585,281.041062115649,24687800
152,2022-08-11,279.91949462890625,284.00584195935807,279.4221315920144,283.65476216861083,20065900
153,2022-08-12,284.68853759765625,284.68853759765625,279.84148761091336,281.34339838835007,22619700
154,2022-08-15,286.2099609375,286.9023881899572,282.93306719484826,283.80106411686256,18085700
155,2022-08-16,285.46881103515625,286.76592561401543,283.2354834281525,284.76662150142613,18102900
156,2022-08-17,284.7162170410156,286.70019877418935,282.90814781798576,283.1720165832015,18253400
157,2022-08-18,283.59228515625,285.29283236609757,282.52696760957303,283.6118210483233,17186200
158,2022-08-19,279.66339111328125,282.6931246022663,279.0867691313895,282.3510526263538,20570000
159,2022-08-22,271.45379638671875,276.057018930121,270.93581193768017,275.68562822594475,25061100
160,2022-08-23,270.17352294921875,272.53864848293165,269.15708983535205,270.17352294921875,17527400
161,2022-08-24,269.53826904296875,270.94562882196186,268.87366093981734,269.1668782921524,18137000
162,2022-08-25,272.5289306640625,272.69506033851854,268.2970680087891,271.04336749973436,16583400
163,2022-08-26,262.0127868652344,273.9850972197535,261.90529472128685,272.7536500390362,27549300
164,2022-08-29,259.2176818847656,261.33847484333194,257.86895944803223,259.82362273007027,20338500
165,2022-08-30,257.00885009765625,260.99634925149246,254.75121685619646,260.6249883577702,22767100
166,2022-08-31,255.5428924560547,261.05502712342525,255.406051716846,259.3740454185862,24791800
167,2022-09-01,254.49705505371094,254.97596765436504,249.6201815930301,253.0017394135669,23263400
168,2022-09-02,250.2554931640625,258.73872314316543,248.70153970994355,255.7676569567466,22855400
169,2022-09-06,247.5092010498047,251.98536617249096,246.2288991777228,250.39234088968416,21328200
170,2022-09-07,252.23951721191406,252.9627330750191,247.4799169383121,248.92636357741938,24126700
171,2022-09-08,252.6597442626953,254.5264511221941,249.01430171793672,251.67265966820906,20319900
172,2022-09-09,258.465087890625,259.2176522567017,254.38963211583717,254.59486338577113,22084700
173,2022-09-12,260.6054382324219,261.3873213270638,259.149223843225,259.7551646004535,18747700
174,2022-09-13,246.2777557373047,254.4971018407067,245.88681421229336,252.97246717539824,33353300
175,2022-09-14,246.50253295898438,248.46696375261976,244.1960302017849,247.78283473838562,23913000
176,2022-09-15,239.81759643554688,245.7011210386076,238.48842506446817,244.1080809128041,31530900
177,2022-09-16,239.19212341308594,239.739426682432,236.57286716463537,238.72299354259306,39791800
178,2022-09-19,238.9770965576172,239.58303730028243,235.3902918321884,236.97356405032403,26826900
179,2022-09-20,236.95399475097656,237.9899636480547,234.20769590531634,236.58261896005214,26660300
180,2022-09-21,233.5333709716797,242.0459353368341,233.48450141158338,238.73278197769002,28625600
181,2022-09-22,235.51736450195312,238.33208427860902,232.18467508386445,232.4778626331855,31061200
182,2022-09-23,232.5266876220703,235.66392801449047,229.8683449899013,234.10995973648943,34176000
183,2022-09-26,232.06736755371094,235.9766936524482,231.52983223255546,231.67644090899546,27694200
184,2022-09-27,231.05093383789062,236.31874980621944,229.1842271718102,234.53999939236823,27018700
185,2022-09-28,235.60531616210938,236.83674850593616,229.40902300524974,231.44187435188914,29029700
186,2022-09-29,232.11622619628906,234.51068533657707,229.09627550613527,233.47471635519574,27484200
187,2022-09-30,227.62049865722656,235.08731066403845,227.45435409303502,232.88831480572858,35694800
188,2022-10-03,235.2827911376953,236.13306477222778,229.34061381655428,230.0736124429844,28880400
189,2022-10-04,243.23828125,244.6847277702556,239.42667925234394,239.5341863194985,34888400
190,2022-10-05,243.5509796142578,244.89970170574023,238.56659846872,240.41375420088812,20347100
191,2022-10-06,241.19561767578125,244.66514724389015,240.50172070989598,242.30977491236527,20239900
192,2022-10-07,228.9301300048828,235.84963863538212,227.88437816875282,235.43914629265618,37769600
193,2022-10-10,224.05323791503906,229.24286559802218,221.59035845242354,227.76710045738744,29743600
194,2022-10-11,220.30030822753906,223.86756241928063,219.0297742301736,222.460202601454,30474000
195,2022-10-12,220.632568359375,222.69473825484218,218.88315167691422,220.29049639676103,21903900
196,2022-10-13,228.9301300048828,230.74796714436056,214.16265082548793,214.86633068031122,42551800
197,2022-10-14,223.37890625,231.86215222207161,223.16389210675854,230.2006765855883,30198600
198,2022-10-17,232.14552307128906,233.5431147088631,229.80970165377823,230.4742947513858,28142300
199,2022-10-18,233.0935516357422,238.40045426951124,230.03449941447604,237.7261080934971,26329600
200,2022-10-19,231.11935424804688,234.17840668537156,228.97899582786735,231.666657514543,19985700
201,2022-10-20,230.79684448242188,235.83987896691403,229.54586126481243,230.42546862628225,21811000
202,2022-10-21,236.6315155029297,237.49157205864338,229.18425369445214,229.41881864043668,26299700
203,2022-10-24,241.6452178955078,242.22183991219995,235.8300983443022,238.23432552805727,24911200
204,2022-10-25,244.97792053222656,245.349296366253,240.25740753672832,241.654984441584,34775500
205,2022-10-26,226.0763397216797,232.89810971731717,224.84489243304628,225.92973104246838,82543200
206,2022-10-27,221.60992431640625,228.39260751726937,220.66191153974984,225.80267001633032,40424600
207,2022-10-28,230.52316284179688,231.2366255329459,220.9257758198507,221.11147118020745,40647700
208,2022-10-31,226.86798095703125,229.5947294617244,225.91018528603985,228.46102126722204,28357300
209,2022-11-01,222.99771118164062,230.39611728444083,222.1767563573702,229.28196004781836,30592300
210,2022-11-02,215.11068725585938,226.05679799638708,215.05203483408113,224.25851146382894,38407000
211,2022-11-03,209.39328002929688,215.41364582533683,209.12939634093038,215.10089257795497,36633900
212,2022-11-04,216.37142944335938,216.5668927691409,208.5918638089294,212.61847990192896,36789100
213,2022-11-07,222.7045440673828,223.2323114758451,216.263932484972,216.95784447375866,33498000
214,2022-11-08,223.68185424804688,226.39883460819428,220.72054101441213,223.5157096836229,28192500
215,2022-11-09,219.4207000732422,223.4473161844384,219.2447875531126,222.21586889194765,27852900
216,2022-11-10,237.47201538085938,237.8140873878515,229.67291380266073,230.09315921015215,46268000
217,2022-11-11,241.5083770751953,242.36843352997803,236.4457923703078,237.48177624215725,34620200
218,2022-11-14,236.0744171142578,238.3809199560676,233.78746507725594,236.5044453426639,31123300
219,2022-11-15,236.48489379882812,241.40086983358165,234.58886838654172,240.09124926054272,31390100
220,2022-11-16,236.9161376953125,238.94492249208088,235.63222768224927,237.95502625687746,24093300
221,2022-11-17,236.8671417236328,238.40588369087442,232.89780598377683,233.04481287972584,23123500
222,2022-11-18,236.4163055419922,238.88612602549412,234.26991517757338,238.6606955166367,27613500
223,2022-11-21,237.22976684570312,239.79758681244928,236.38689247384355,236.6221034906922,26394700
224,2022-11-22,240.1504364013672,240.42485924499852,235.9164732746815,238.73911037416417,19665700
225,2022-11-23,242.64967346191406,243.33573061378053,239.40559146493365,240.22886004717338,19508500
226,2022-11-25,242.5614471435547,243.7473426215973,241.81657234254652,242.385023917818,9200800
227,2022-11-28,236.94554138183594,241.73816042164293,236.00466737367165,241.1795192833434,24778200
228,2022-11-29,235.54400634765625,237.95500887957246,233.46622937626154,236.59269030692607,17956300
229,2022-11-30,250.05906677246094,250.24528544964286,235.0833583607036,235.7792257930801,47594200
230,2022-12-01,249.6180419921875,251.01955743594272,245.92311452831746,248.81436449904433,26041500
231,2022-12-02,249.94149780273438,250.96078050717315,244.71763842454288,244.84505437069396,21528500
232,2022-12-05,245.21746826171875,248.76538908628117,243.1200852129101,246.9914211965386,23435300
233,2022-12-06,240.2386016845703,246.84438467771187,238.92529043746708,245.82510213120872,22463700
234,2022-12-07,239.5035400390625,241.25790183378027,237.38656627233448,239.95438604558672,20481500
