Price,Close,High,Low,Open,Volume
Ticker,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
Date,,,,,
2022-01-03,144.3015899658203,145.1569973040858,143.0291700315321,144.36477967492633,28646000
2022-01-04,143.71241760253906,145.78798930459803,143.03266881925126,144.70416653668696,28400000
2022-01-05,137.1194305419922,143.81193646128006,137.03285410456272,143.7328164404052,54618000
2022-01-06,137.09207153320312,139.2741441048197,135.9087336140623,136.34664244900424,37348000
2022-01-07,136.36505126953125,137.7897432622947,135.12049780917903,137.48817599061857,29760000
2022-01-10,138.00967407226562,138.15896945033379,132.53087842354833,134.43527149606194,44408000
2022-01-11,139.0710906982422,139.54881766216988,136.0420848882387,137.3503290474821,28730000
2022-01-12,140.75753784179688,141.9294404967946,140.02504742905134,140.4783702161075,26108000
2022-01-13,137.92758178710938,142.1702980929826,137.75041975538085,140.86651857043935,31436000
2022-01-14,138.8168182373047,140.07232082607686,136.3466335227671,136.426740644181,29662000
2022-01-18,135.35089111328125,136.47899680734477,134.79405929684148,135.52705085012096,34872000
2022-01-19,134.4735870361328,137.30306172956688,134.37306968151069,135.87388991456638,28648000
2022-01-20,132.67320251464844,136.97116649417453,132.33183224033456,135.60170661619608,29908000
2022-01-21,129.73126220703125,134.22377601264574,129.46752373899022,131.96259868346377,55652000
2022-01-24,130.18161010742188,130.5787136535352,123.90760490884027,125.37856914011597,76622000
2022-01-25,126.33101654052734,128.78329685194453,125.8985899276899,128.12743590180497,46960000
2022-01-26,128.61807250976562,132.3671462984334,126.53701871024086,130.49509993814254,49130000
2022-01-27,128.39117431640625,132.02131030726912,128.31900956615908,130.6792312241268,31950000
2022-01-28,132.7164764404297,132.7219586526589,127.8736329072529,129.04204267651795,34362000
2022-01-31,134.65969848632812,134.82840181492318,131.58042613665086,133.5236351765011,39986000
2022-02-01,136.9890594482422,137.13735254168026,133.72914748544642,136.93979546512767,68644000
2022-02-02,147.2957763671875,150.82539473153096,144.83007165755623,150.53031199687234,123200000
2022-02-03,142.4091339111328,148.96280731193713,141.98665428742234,145.0121976171074,71518000
2022-02-04,142.61119079589844,144.18566414382084,139.84640903651453,142.7619744324609,57998000
2022-02-07,138.5386505126953,143.56362208702555,138.23907266305054,143.56362208702555,54974000
2022-02-08,138.7357177734375,139.33385604729077,136.36207147851567,138.36499262195844,54284000
2022-02-09,140.91827392578125,141.8463472422032,139.51996039462585,140.2927701568597,40144000
2022-02-10,137.96041870117188,140.81129088948327,137.30057895120314,139.03877453098843,39330000
