Price,Close,High,Low,Open,Volume
Ticker,META,META,META,META,META
Date,,,,,
2022-01-03,336.9519348144531,339.47999793579055,335.60826151998475,336.71303998747584,14537900
2022-01-04,334.9513854980469,341.48061106214226,330.31324123539184,338.3553561401792,15998000
2022-01-05,322.6493835449219,334.1850130566316,322.3209145126648,331.45784530545694,20564500
2022-01-06,330.90045166015625,337.5789975257316,321.2061508403366,321.30568782425235,27962800
2022-01-07,330.2336120605469,335.4191639237884,327.33725895858873,331.179137473067,14722000
2022-01-10,326.53106689453125,326.79978941934576,313.95034516876285,323.78400403206666,24942400
2022-01-11,332.801513671875,333.0603037691717,323.75415719641865,325.24712091265417,16226800
2022-01-12,331.69671630859375,334.7921129918219,328.4818570203185,333.607692747427,14104900
2022-01-13,324.9485168457031,334.0555887819827,324.2318930987002,333.4086439598992,14797100
2022-01-14,330.3431091308594,331.16923275584577,319.7032516194067,320.2805479506256,16868500
2022-01-18,316.6576232910156,322.68919475374526,316.1500362417862,321.77352727806647,22645600
2022-01-19,318.0908508300781,325.56563234221346,317.8320607286372,318.08088801866114,20814700
2022-01-20,315.0750427246094,326.2822327844562,314.49777681784406,322.3806077915642,16925000
2022-01-21,301.74786376953125,316.81682727729714,301.61846873067253,313.33324553630445,28710700
2022-01-24,307.2618408203125,308.078001511251,287.6542712385919,296.44283657081496,38878100
2022-01-25,298.7420349121094,304.7935315459782,296.1840831100483,298.54299130702105,25108500
2022-01-26,293.24786376953125,306.06744716100627,289.48559737198246,305.569792714905,28348800
2022-01-27,293.25787353515625,300.294685445216,292.87965123565107,296.35327010582546,21629900
2022-01-28,300.294677734375,300.4837888792717,291.6554026784193,294.2332494108696,21871600
2022-01-31,311.7904968261719,312.31800936388095,297.9158873916131,299.26949300746315,21579500
2022-02-01,317.50360107421875,318.160508721372,310.6558696456884,313.08442626567705,18023800
2022-02-02,321.4848327636719,326.4613781624903,315.3835832448128,326.2822298179943,58458300
2022-02-03,236.6446990966797,246.8366703057322,234.64413316361438,243.50237856341093,188119900
2022-02-04,235.9778289794922,241.4719394198013,229.0305757696883,233.86777856434068,89342200
2022-02-07,223.85498046875,237.1821691355087,222.95919313784003,236.58497758156872,88613800
2022-02-08,219.1471405029297,224.7109296642567,215.13604622510545,219.8140109347167,94729700
2022-02-09,230.9116973876953,232.27526591322385,221.16762856392347,223.1482838346324,86563300
2022-02-10,227.00015258789062,233.897637326421,225.6365688004285,227.19921136944953,49310400
2022-02-11,218.52011108398438,229.33911590053276,217.743771218222,227.38831861274423,46156900
2022-02-14,216.6787872314453,219.963310286744,213.772486492656,218.28123548400916,38184000
2022-02-15,219.9633026123047,220.1125928966594,214.05116435648173,219.43579002463667,42685500
2022-02-16,215.5242156982422,216.43991339193468,211.36383114571416,211.4135996358165,45817500
2022-02-17,206.73565673828125,216.47972599855586,206.18823370406102,213.01605463499817,38747500
2022-02-18,205.1929168701172,209.76138175304652,204.21750306881063,208.407760841007,37128400
2022-02-22,201.13206481933594,206.50672788629166,199.12153618422826,201.39083971802836,39852400
2022-02-23,197.5190887451172,205.96926850948455,197.12097117821287,203.20231041402806,44481400
2022-02-24,206.62619018554688,207.3726720645594,189.327711915989,190.16376797555196,49957200
2022-02-25,209.49266052246094,210.32873173032027,202.2269008674937,203.97865464852086,37627600
2022-02-28,210.0400848388672,212.15013533807485,205.8597895233449,206.70579317292714,34239800
2022-03-01,202.53543090820312,210.7566776602831,201.27138424431539,208.88549190780765,27094900
2022-03-02,207.13377380371094,208.1688885673236,201.0723451351296,203.8193927359262,29452100
2022-03-03,202.01791381835938,208.09925376667005,200.47518148823676,208.03953764335915,27263500
2022-03-04,199.1215362548828,204.92419013439408,197.8574894445822,201.42069784753204,32130900
2022-03-07,186.59060668945312,199.94765359727768,186.401495521887,199.84811660786005,38560600
2022-03-08,189.39735412597656,195.77728883812838,185.23696954984962,186.96881277964258,37508100
2022-03-09,197.56886291503906,198.16605446976786,193.01034526309815,194.82181517515326,31894700
2022-03-10,194.2943115234375,195.3592844476633,190.1737321296863,193.92603679988673,24853000
2022-03-11,186.7299346923828,192.65202060438423,185.79434173932367,191.73633808508686,34694500
2022-03-14,185.75454711914062,191.38798523225927,184.94834915671402,186.15266469481412,31010500
2022-03-15,191.1291961669922,191.37802343015676,185.037909624631,189.90497028464154,31721700
2022-03-16,202.6748046875,202.77432648900052,193.60753783029702,193.78668618532524,40640300
2022-03-17,206.86505126953125,207.06411006322276,200.16662490429133,200.75385366120565,29499700
2022-03-18,215.47445678710938,215.78300015561803,205.03365962335903,205.73037290502543,52128000
2022-03-21,210.49794006347656,213.7028367789471,206.6560460920424,213.49381517262836,30142300
2022-03-22,215.6337127685547,218.43054412701295,209.19406160704162,210.37848187878498,31998800
2022-03-23,212.4586944580078,215.7830233211375,211.16478954617054,212.32929941066044,23717300
2022-03-24,218.54002380371094,219.63485468849314,213.78243238949347,213.99145398040548,31502300
2022-03-25,220.77947998046875,224.44221031346072,217.8632163127484,219.4756122542055,40039000
2022-03-28,222.54116821289062,222.9890542909543,218.51016313589284,221.08802536519846,26224100
2022-03-29,228.78175354003906,229.80692071243064,224.23318359942581,225.0095386805417,31417900
2022-03-30,226.7811737060547,230.0656814298118,225.64652199359784,227.83619887183954,25588000
2022-03-31,221.3169403076172,227.4181901772471,221.21740331903376,227.37836930692887,24192300
2022-04-01,223.79525756835938,226.2138513953719,221.65533388760468,223.49666180043877,19544800
2022-04-04,232.7928466796875,233.2506955517742,224.80051575683888,224.91994798989987,28054800
2022-04-05,230.75244140625,235.7488969792216,229.93629590064066,232.9819390963625,29727200
2022-04-06,222.2525177001953,227.9158287214212,220.37138417103975,225.84558403958047,28995100
2022-04-07,221.90415954589844,224.4621112082165,217.5347532292296,222.87955820593345,21037200
2022-04-08,221.28707885742188,224.0739474357174,218.99786483999299,221.33684735095093,18375700
2022-04-11,215.44461059570312,219.57513721157125,214.2104218664918,217.39540789179856,20516600
2022-04-12,213.13551330566406,220.98850235342337,212.13025647245243,219.20690555254072,20128800
2022-04-13,213.9815216064453,215.5939175844612,210.33868643879734,210.82639339420786,19231800
2022-04-14,209.19407653808594,213.98152645973923,209.0149281752265,213.8819894666754,18379500
2022-04-18,209.7812957763672,212.37905304219174,207.3228811720837,209.01490354428572,16580800
2022-04-19,216.2906036376953,217.4053448952964,208.0195879993495,209.53246198267283,20089900
2022-04-20,199.4798583984375,213.1554116127415,197.98689467060916,212.60798854176196,43036500
2022-04-21,187.18777465820312,202.0178729794922,184.70944973131267,200.6543044821675,49954100
2022-04-22,183.24636840820312,191.81598080627415,182.41031236624798,189.47699822641022,36426800
2022-04-25,186.11285400390625,186.30194997557484,180.80785468050712,181.8728275197423,29281100
2022-04-26,180.10118103027344,186.31191536521624,178.65798585330194,185.75454469167235,31747400
2022-04-27,174.12933349609375,180.3599785214252,168.2072470658338,173.6117684834717,71062900
2022-04-28,204.7649383544922,207.55180689185846,191.99512068773245,201.96812219345097,100890600
2022-04-29,199.5296173095703,211.4832741821555,198.96228383038402,203.50090610223927,49193400
2022-05-02,210.13961791992188,210.8860997547867,200.0471841200379,200.2263324705438,49915300
2022-05-03,211.03536987304688,213.89190189481963,207.11384991214564,209.46277980213057,41556300
2022-05-04,222.36199951171875,223.24782396273906,205.98916860256648,209.6618462564299,41375900
2022-05-05,207.302978515625,219.13720312897797,205.19292807963836,217.71391840321272,41129200
2022-05-06,202.8141326904297,208.39781715980772,200.07703275813088,206.36737815973692,34747200
2022-05-09,195.28961181640625,201.61977851457536,194.66256220223283,198.90257364463199,36303200
2022-05-10,196.7228546142578,202.007959151225,193.27909333420237,198.57413030842383,34452500
2022-05-11,187.8546600341797,199.72869125751942,187.38686350476806,195.40905306277773,31153400
2022-05-12,190.34292602539062,197.12097886107114,183.91322227752548,186.18252590919263,38262200
